efas,name,basin,river,provider,iso,DrainageArea_prov,DrainageArea_LDD,lat,long,LISFLOOD_X,LISFLOOD_Y,GlofasID,note,oldnotes,SourceGlo,GlofasV5
130,Ounasjoki. Köngäs,Kemijoki,Ounasjoki,1011,FI,4488,4531.83,67.878636,24.844374,24.875,67.925, , , ,efas,calibrated
131,Unari  luusua,Kemijoki,Meltausjoki,1011,FI,1198,1118.21,67.130471,25.747274,25.775,67.125, , , ,efas,calibrated
132,Ounasjoki. Marraskoski,Kemijoki,Ounasjoki,1011,FI,12303,12172.5,66.798477,25.420245,25.425,66.825, , , ,NRT,calibrated
133,Valajaskoski,Kemijoki,Kemijoki,1011,FI,47425,47443.17,66.424052,25.540257,25.475,66.425, ,reservoir outlet  NOT in glofas,low quality data oscillations in low flow/Regulated,NRT,calibrated
134,Isohaara,Kemijoki,Kemijoki,1011,FI,50683,50998.22,65.792669,24.545286,24.575,65.825, ,reservoir outlet  NOT in glofas, ,efas,calibrated
135,Muonionjoki. Kaaresuvanto,Torne,Muonio,1011,FI,5732,5891.58,68.442281,22.494588,22.475,68.425, , , ,NRT,calibrated
136,Muonionjoki. Muonio,Torne,Muonio,1011,FI,9259,9297.14,67.945748,23.660143,23.625,67.975, , , ,NRT,calibrated
137,Tengeliönjoki. Haapakoski,Torne,Tengelionjoki,1011,FI,3089,2976.77,66.381335,23.783981,23.725,66.425, ,flow changes in 1988 due to reserv NOT in glofas, ,efas,calibrated
138,Inarijoki. Karigasniemi,Tana,Anarjohka,1011,FI,3133,2997.81,69.395731,25.844885,25.825,69.375, ,flow ok, ,NRT,calibrated
139,Onnelansuvanto,Tana,Tana,1011,FI,10864,10784.83,69.911992,27.026975,26.975,69.925, ,flow ok, ,NRT,calibrated
140,Utsjoki. Patoniva,Tana,Utsjoki,1011,FI,1520,1529.35,69.783662,26.999533,27.025,69.775, ,flow ok remove oultier in 2021,-/removed Q data from 18-2-2021 to 10-03-21,NRT,calibrated
141,Kettujoki,Paatsjoki,Kettujoki,1011,FI,2215,2264.18,68.919106,26.74754,26.775,68.925, , , ,efas,calibrated
142,Juutuanjoki,Paatsjoki,Juutuanjoki,1011,FI,5160,5168.96,68.889188,26.925191,26.975,68.925, ,flow ok, ,NRT,calibrated
143,Ivalojoki. Pajakoski,Paatsjoki,Ivalo,1011,FI,3345,3455.16,68.554588,27.274471,27.275,68.575, ,flow ok, ,NRT,calibrated
144,Kaitakoski,Paatsjoki,Paatsjoki,1011,FI,14575,14645.26,68.908733,28.448919,28.475,68.925, , , ,efas,calibrated
145,Kallio 2,Torne,Muonio,1014,SE,14477.1,14370.88,67.224893,23.543048,23.575,67.225, , , ,NRT,calibrated
148,Granåker,Ume,Vindel,1014,SE,11846.37,11793.33,64.239979,19.666241,19.725,64.225, ,flow ok, ,NRT,calibrated
149,Sorsele2,Ume,Vindel,1014,SE,6054.39,6052.83,65.542207,17.508312,17.475,65.525, ,gap in 2013 but flow ok, ,NRT,calibrated
151,Guben 2,Oder,Lusatian Neisse,1015,DE,4080,4127.1,51.969154,14.706919,14.725,51.975, ,flow ok, ,HIST,calibrated
153,Lobith,Rhine,Rhine,1008,NL,160800,159556.62,51.844444,6.108333,6.075,51.875, ,big gap try 2013 and 2015 to 2021,-/Rhine outlet,NRT,calibrated
155,Fischerau / Ager,Danube,Ager,1013,AT,1256.1,1204.05,48.085815,13.838047,13.825,48.075, , ,small oscillations and change in hydrometri zero/Regulated,NRT,calibrated
156,Achleiten / Donau,Danube,Danube,1013,AT,76653.3,76461.18,48.582691,13.503336,13.525,48.575, ,only remove data before 2010 outlier 2014,Moved to better reproduce confluence/keeping it for routing,NRT,calibrated
158,Kienstock,Danube,Danube,1013,AT,95970,95824.46,48.382792,15.46122,15.525,48.375, , , ,NRT,calibrated
159,Korneuburg,Danube,Danube,1013,AT,101536.6,101383.68,48.329485,16.332121,16.325,48.325, ,only, ,NRT,calibrated
160,Linz,Danube,Danube,1013,AT,79490.1,79422.03,48.30692,14.284912,14.325,48.275, , ,old data/Regulated,efas,calibrated
161,Wildungsmauer,Danube,Danube,1013,AT,103992.7,103330.24,48.114803,16.804302,16.875,48.125, ,only, ,NRT,calibrated
164,Lavamünd Ort,Danube,Drava,1013,AT,11051.8,11056.11,46.64062,14.942619,14.825,46.625, , ,dams  large oscillations change in hydrometric zero/Mildly regulated with change in low flow,NRT,calibrated
165,Lienz-Peggetz,Danube,Drava,1013,AT,1876.2,1884.39,46.824539,12.784082,12.775,46.825, ,influenced by reserv only,oscillations  negative values  zeros removed with qc close to 166/Negative values,NRT,calibrated
168,Admont (Enns),Danube,Enns,1013,AT,2637.5,2642.15,47.581187,14.461733,14.425,47.575, ,influenced by reserv only remove july 2016 to end 2017, ,HIST,calibrated
169,Steyr (Ortskai),Danube,Enns,1013,AT,5915.4,6123.52,48.043318,14.424931,14.425,48.025, ,influenced by reserv only,oscillations  change in low flow could use hist_24/Possibly regulated,NRT,calibrated
173,Federaun,Danube,Gail,1013,AT,1304.9,1405.21,46.569332,13.814816,13.775,46.575, ,remove early 2011 2012 and early 2015, ,NRT,calibrated
175,Gumisch,Danube,Gurk,1013,AT,2555.4,2269.09,46.606288,14.478061,14.475,46.625, ,flow ok,-/wrong location it should be moved downstream,NRT,calibrated
176,Launsdorf,Danube,Gurk,1013,AT,1243.1,1376.11,46.760439,14.476932,14.525,46.725, ,flow ok, ,NRT,calibrated
180,Jenbach-Rotholz,Danube,Inn,1013,AT,7230.7,7210.88,47.388857,11.789238,11.775,47.375, ,influenced by reserv only, ,NRT,calibrated
183,Magerbach,Danube,Inn,1013,AT,5118.8,5062.43,47.258747,10.874705,10.875,47.275, ,influenced by reserv only, ,NRT,calibrated
187,Lienz,Danube,Isel,1013,AT,1198.7,1183.98,46.831632,12.766335,12.725,46.825, ,influenced by reserv only, ,NRT,calibrated
188,Stiefern,Danube,Kamp,1013,AT,1493.3,1456.49,48.534688,15.690083,15.675,48.575, ,influenced by reserv only not sure end 2021 outlier, ,NRT,calibrated
189,Lechaschau,Danube,Lech,1013,AT,1012.2,1093.09,47.497015,10.709677,10.675,47.475, , , ,HIST,calibrated
190,Deutsch Brodersdorf (Straßenbrücke),Danube,Leitha,1013,AT,NULL,2104.83,47.937903,16.477205,16.475,47.925, , ,close to 191/close to 191,efas,calibrated
192,Spittal (Fasan),Danube,Lieser,1013,AT,1035.5,1037.2,46.807338,13.494837,13.475,46.825, , , ,NRT,calibrated
195,Kolbnitz a. d. Tauernbahn VHP,Danube,Moll,1013,AT,1043.8,1057.74,46.875108,13.302641,13.275,46.875, ,influenced by reserv only, ,NRT,calibrated
200,Mellach,Danube,Mur,1013,AT,7295.5,7233.47,46.902063,15.492877,15.475,46.925, , , ,NRT,calibrated
202,St.Georgen ob Judenburt,Danube,Mur,1013,AT,2367.5,2361.65,47.211775,14.499123,14.425,47.175, ,only remove nov 2015 to march 2014 then first moths 2012 and august 2016 to 2017,close to 198/close to 198,efas,calibrated
207,Siezenheim,Danube,Saalach,1013,AT,1139.1,1130.32,47.811555,12.974216,12.925,47.775, , , ,NRT,calibrated
212,Werfen,Danube,Saalach,1013,AT,2953.2,2924.84,47.479884,13.191103,13.175,47.475, ,influenced by reserv only, ,NRT,calibrated
213,Leibnitz,Danube,Sulm,1013,AT,1102.5,1103.43,46.771039,15.534549,15.525,46.775, ,only remove 2011 aug to gap 2012 remove first months of 2015 and aug 2014 to feb 2015, ,NRT,calibrated
214,Raabs an der Thaya,Danube,Thaya,1013,AT,1405.8,1548.18,48.844976,15.499183,15.525,48.825, , , ,NRT,calibrated
216,Wels-Lichtenegg,Danube,Traun,1013,AT,3387.1,3495.22,48.141089,13.995787,14.025,48.125, , ,low quality data outliers in low flow/some issues with low flow that goes to zero,NRT,calibrated
221,Greimpersdorf,Danube,Ybbs,1013,AT,1116.6,1142.86,48.110874,14.891028,14.875,48.125, , , ,NRT,calibrated
223,Hart im Zillertal,Danube,Ziller,1013,AT,1094.7,1138.07,47.346304,11.862502,11.875,47.325, ,influenced by reserv only,large oscillations low quality  same for daily data/Regulated,NRT,calibrated
225,Gisingen,Rhine,Ill,1013,AT,1281,1308.25,47.260356,9.578855,9.625,47.275, ,flow influenced by reserv, ,NRT,calibrated
226,Bangs,Rhine,Rhine,1013,AT,4647.9,4800.11,47.272002,9.533689,9.525,47.225, ,flow influenced by reserv, ,NRT,calibrated
228,Bezdan,Danube,Danube,1020,RS,210250,209116.18,45.854141,18.859776,18.825,45.875, ,only remove flatliner 2011, ,NRT,calibrated
231,Kusic,Danube,Nera,1020,RS,1337,1491.3,44.870834,21.485225,21.575,44.875, , , ,NRT,calibrated
232,Zajecar,Danube,Beli Timok,1020,RS,2150,2154.13,43.892142,22.293443,22.325,43.875, , flow ok, ,NRT,calibrated
234,Jamena,Danube,Sava,1020,RS,64073,62328.49,44.877743,19.084006,19.125,44.875, ,CLEAN remove flatliners 2009, ,NRT,calibrated
235,Sremaska Mitrovica,Danube,Sava,1020,RS,87996,85051.73,44.965672,19.60019,19.625,44.975, ,only remove flatliners 2011, ,NRT,calibrated
236,Radalj,Danube,Drina,1020,RS,17490,17847.18,44.41907,19.14799,19.125,44.425, ,flow influenced by reserv NOT in glofas, ,HIST,calibrated
237,Beli Brod,Danube,Kolubara,1020,RS,1896,1863.94,44.371198,20.199508,20.225,44.375, ,only flow ok, ,NRT,calibrated
239,Bagrdan,Danube,Velika Morava,1020,RS,33446,33437,44.070498,21.195798,21.275,44.075, ,remove flatliner in 2011, ,NRT,calibrated
240,Kratovska stena,Danube,West Morava,1020,RS,3077,3177.39,43.87126,20.118569,20.125,43.875, ,remove flatliner in 2011, ,NRT,calibrated
242,Jasika,Danube,West Morava,1020,RS,14721,14721.81,43.608124,21.295077,21.275,43.625, ,remove flatliner in 2011, ,NRT,calibrated
244,Grdelica,Danube,Juzna Morava,1020,RS,3782,3763.54,42.890972,22.061887,22.075,42.925, ,remove flatliner in 2011,oscillations  outliers removed with qc close to 243/close to 243,NRT,calibrated
245,Korvingrad,Danube,Juzna Morava,1020,RS,9396,9309.73,43.219521,21.838303,21.825,43.225, ,remove flatliner in 2011, ,NRT,calibrated
246,Mojsinje,Danube,Juzna Morava,1020,RS,15390,15535.94,43.63055,21.485787,21.525,43.625, ,remove flatliner in 2011, ,NRT,calibrated
247,Doljevac,Danube,Toplica,1020,RS,2052,2055.29,43.20241,21.830671,21.825,43.175, ,remove flatliner in 2011, ,NRT,calibrated
248,Pirot,Danube,Nisava,1020,RS,1745,1813.68,43.159234,22.588755,22.625,43.125, ,remove flatliner in 2011, ,NRT,calibrated
249,Nis,Danube,Nisava,1020,RS,3870,4025.15,43.326211,21.90196,21.975,43.325, ,remove flatliner in 2011, ,NRT,calibrated
257,Lopatnica lakat,Danube,Ibar,1020,RS,7818,7946.5,43.659922,20.563451,20.575,43.675, ,CLEAN remove flatliner 2015,-/Discontinued but keeping it for because no alternative  new station Mataruska Banja immediately downstream is now operational,NRT,calibrated
261,Bogojevo,Danube,Danube,1020,RS,251593,252057.76,45.53004,19.078749,19.075,45.525, ,flow ok, ,HIST,calibrated
263,Markovicevo,Danube,Brzava,1020,RS,1111,1132.13,45.326954,21.03038,21.075,45.325, ,remove flatliner in 2011, ,NRT,calibrated
264,Ljubicevski most,Danube,Velika Morava,1020,RS,37320,37456.86,44.585387,21.131837,21.125,44.575, ,flatliner in 2011 it seems that all stations in the river have a flatliner in the same period  trasmission error?  no need to cleanit is short issue EHDCC10829, ,NRT,calibrated
267,Lot,Scheldt,Zenne,1022,BE,659.24,708.39,50.765746,4.279647,4.275,50.775, ,flow ok, ,HIST,calibrated
270,Menen,Scheldt,Leie,1022,BE,2986.2,2914.18,50.791197,3.126709,3.125,50.775, ,flow influenced by reserv, ,NRT,calibrated
272,Moravský Sv. Ján,Danube,Great Morava,1018,SK,24129.3,24093.88,48.602278,16.935429,16.925,48.625, , , ,HIST,calibrated
273,Devín,Danube,Danube,1018,SK,131244,130613.38,48.173299,16.977317,16.975,48.175, , ,close to 1895/close to 1895,HIST,calibrated
274,Liptovský Mikuláš,Danube,Vakh,1018,SK,1107.21,1158.54,49.086364,19.603513,19.625,49.075, , , ,HIST,calibrated
277,Strečno,Danube,Vakh,1018,SK,5453.25,5436.19,49.172511,18.864047,18.875,49.125, , ,large oscillations/Regulated,HIST,calibrated
278,Šaľa,Danube,Vakh,1018,SK,11217.61,10719.11,48.161217,17.881949,17.825,48.175, , influenced by reserv NOT in glofas,low quality data  same for daily data  large oscillations/Regulated,HIST,calibrated
279,Nitrianska Streda,Danube,Nitra,1018,SK,2093.71,2229.76,48.523948,18.172555,18.175,48.525, , flow ok, ,HIST,calibrated
281,Komárno,Danube,Danube,1018,SK,151961.6,151454,47.754313,18.127812,18.075,47.775, , , ,HIST,calibrated
282,Banská Bystrica,Danube,Hron,1018,SK,1766.48,1838.09,48.731088,19.140372,19.125,48.725, , flow ok, ,HIST,calibrated
283,Brehy,Danube,Hron,1018,SK,3821.38,3848.51,48.406726,18.64624,18.675,48.425, , flow ok, ,HIST,calibrated
284,Slovenské Ďarmoty,Danube,Ipel,1018,SK,2768,2724.15,48.087161,19.297626,19.325,48.075, , flow ok, ,HIST,calibrated
285,Lenártovce,Danube,Slana,1018,SK,1829.65,1905.98,48.30507,20.313416,20.325,48.325, , flow ok, ,HIST,calibrated
286,Vlkyňa,Danube,Rimava,1018,SK,1377.41,1398.29,48.285404,20.301721,20.275,48.325, , flow ok, ,HIST,calibrated
288,Margecany,Danube,Hornád,1018,SK,1132.78,1078.98,48.909548,20.972338,20.975,48.925, , flow ok, ,HIST,calibrated
289,Košické Olšany,Danube,Torysa,1018,SK,1298.3,1279.91,48.733426,21.336383,21.325,48.725, , flow ok, ,HIST,calibrated
290,Humenné,Danube,Laborec,1018,SK,1272.4,1360.6,48.928054,21.912382,21.925,48.925, , , ,HIST,calibrated
293,Hanušovce nad Toplou,Danube,Topla,1018,SK,1050.05,1154.11,49.032598,21.519206,21.525,49.025, , , ,HIST,calibrated
295,Akslen,Glomma,Bovri,1002,NO,796.26,811.77,61.802936,8.44987,8.425,61.775, ,flow ok, ,NRT,calibrated
296,Atnasjoe,Glomma,Atna,1002,NO,463.2,526.63,61.851939,10.222119,10.175,61.875, ,flow ok, ,NRT,calibrated
298,Bergheim,Drammen,Hallingdalselva,1002,NO,4248.54,4232.94,60.471919,9.231315,9.275,60.425, ,flow ok, ,NRT,calibrated
301,Eide,Glomma,Lagen,1002,NO,7969.43,7788.69,61.613981,9.722482,9.725,61.625, ,flow ok, ,NRT,calibrated
302,Elverum,Glomma,Glomma,1002,NO,15447.49,15600.61,60.874212,11.560652,11.525,60.925, ,flow ok, ,NRT,calibrated
303,Etna,Drammen,Etna,1002,NO,570.17,571.33,60.951902,9.626174,9.625,60.925, ,flow ok, ,NRT,calibrated
309,Knappom,Glomma,Flisa,1002,NO,1646,1728.17,60.64117,12.047125,12.125,60.675, ,flow ok, ,NRT,calibrated
310,Lalm,Glomma,Otta,1002,NO,3982.36,3989.07,61.817372,9.274604,9.225,61.825, ,CLEAN  flatliner in 2019 2017,-/remove Q data from 13-10-2018  27-03-2019,NRT,calibrated
311,Losna,Glomma,Lagen,1002,NO,11212.94,11186.86,61.333385,10.277532,10.275,61.325, ,flow ok, ,NRT,calibrated
312,Mjøndalen bru,Drammen,Drammen,1002,NO,16992.02,17000.22,59.752922,10.007267,10.025,59.775, , , ,HIST,calibrated
315,Nye Stai,Glomma,Glomma,1002,NO,8950,9029.04,61.466519,11.042726,11.075,61.525, ,flow ok, ,NRT,calibrated
316,Ofossen,Glomma,Otta,1002,NO,1584.73,1564.71,61.882597,8.313763,8.275,61.875, ,flow ok many gaps, ,NRT,calibrated
317,Rosten,Glomma,Lagen,1002,NO,1833.91,1732.34,61.858567,9.405153,9.425,61.825, ,flow ok, ,NRT,calibrated
320,Skarnes,Glomma,Glomma,1002,NO,20296.2,20572.4,60.254316,11.67747,11.675,60.275, ,not sure if flatliner in 2011, ,NRT,calibrated
323,Strømstøa,Drammen,Adalselva,1002,NO,4631.48,4732.85,60.314604,10.138882,10.075,60.325, ,some reserv influence but ok, ,NRT,calibrated
327,Veliko Selo,Danube,Mlava,1020,RS,1124,1153.22,44.49455,21.299877,21.325,44.475, ,flatliner in 2011 it seems that all stations in the river have a flatliner in the same period  trasmission error?  no need to cleanit is short issue EHDCC10829, ,NRT,calibrated
328,Monte Da Vinha,Guadiana,Guadiana,1023,PT,49865,49901.83,38.8321,-7.085033,-7.125,38.825, ,remove 1997 and outlier 2013, ,efas,calibrated
330,Almourol,Tagus,Tagus,1023,PT,67482,67045.49,39.461,-8.375,-8.425,39.475, , , ,efas,calibrated
332,Martina,Danube,Inn,1003,CH,1945,1893.96,46.885786,10.465434,10.475,46.875, ,flow changes in 2022, ,NRT,calibrated
334,Bellinzona,Po,Ticino,1003,CH,1515,1517.63,46.20877,9.03202,8.975,46.175, ,flow ok, ,NRT,calibrated
335,Bern. Schönau,Rhine,Aare,1003,CH,2945,3021.71,46.933093,7.447957,7.475,46.925, ,remove data before 2012, ,NRT,calibrated
336,Brügg. Aegerten,Rhine,Aare,1003,CH,8293,8305.66,47.122066,7.283394,7.325,47.125, ,remove data before 2012, ,NRT,calibrated
337,Brugg,Rhine,Aare,1003,CH,11726,11467.38,47.482538,8.194892,8.175,47.475, ,remove data before 2012, ,NRT,calibrated
338,Murgenthal,Rhine,Aare,1003,CH,10119,9973.9,47.266591,7.830621,7.825,47.275, ,remove data before 2012, ,NRT,calibrated
345,Fürstenau,Rhine,Hinterrhein,1003,CH,1575,1639.7,46.715082,9.447353,9.425,46.725, ,remove data before 2012,low quality data  dam regulated/Regulated,NRT,calibrated
348,Zuerich.Unterhard,Rhine,Limmat,1003,CH,2176,2215.57,47.390585,8.525453,8.525,47.375, ,remove data before 2012,lake  close to 347/close to 347,NRT,calibrated
349,Weesen. Biäsche,Rhine,Linth,1003,CH,1061,1141.35,47.131563,9.088424,9.075,47.125, ,remove data before 2012, ,HIST,calibrated
350,Luzern. Geissmattbrücke,Rhine,Reuss,1003,CH,2251,2246.71,47.054009,8.298489,8.325,47.075, ,remove data before 2012 IN reserv IN glofas, ,NRT,calibrated
351,Mellingen,Rhine,Reuss,1003,CH,3382,3449.22,47.42103,8.271283,8.275,47.425, ,remove data before 2012, ,NRT,calibrated
353,Basel. Rheinhalle,Rhine,Rhine,1003,CH,35897,36374.73,47.559432,7.61667,7.625,47.575, ,remove data before 2012, ,NRT,calibrated
355,Domat/Ems,Rhine,Rhine,1003,CH,3229,3318.62,46.837667,9.456125,9.425,46.825, ,remove data before 2012, ,NRT,calibrated
356,Neuhausen. Flurlingerbrücke,Rhine,Rhine,1003,CH,11887,11978.35,47.682331,8.625871,8.625,47.675, ,remove data before 2012, ,HIST,calibrated
357,Rekingen,Rhine,Rhine,1003,CH,14718,15038.98,47.570622,8.329848,8.325,47.575, ,remove data before 2012, ,NRT,calibrated
358,Rheinfelden (Messstation),Rhine,Rhine,1003,CH,34526,34530.27,47.560715,7.799905,7.775,47.575, ,flow ok,Close to 353/close to 353,NRT,calibrated
361,Andelfingen,Rhine,Thur,1003,CH,1696,1782.78,47.596521,8.681994,8.675,47.625, ,remove data before 2012, ,NRT,calibrated
366,Geneve. Bout Du Monde,Rhone,Arve,1003,CH,1976,2022.23,46.180286,6.159361,6.175,46.175, ,flow ok, ,NRT,calibrated
371,Porte du Scex,Rhone,Rhône,1003,CH,5244,5254.06,46.349566,6.88861,6.925,46.325, ,influenced by reserv flow ok, ,NRT,calibrated
372,Sion,Rhone,Rhône,1003,CH,3373,3256.99,46.21909,7.3579,7.375,46.225, ,flow ok seems influenced by reserv,Low flow is wrong  could use hist24/issues with low flow,NRT,calibrated
380,Borgotaro,Po,Taro,1016,IT,NULL,442.15,44.514057,9.84219,9.825,44.525, ,flow ok, ,NRT,calibrated
396,Bomporto,Po,Panaro,1016,IT,NULL,1151.37,44.727163,11.045084,11.075,44.725, , , ,HIST,calibrated
398,Piacenza,Po,Po,1016,IT,42030,41840.86,45.060519,9.705535,9.775,45.125, ,flow ok, ,HIST,calibrated
399,Cremona,Po,Po,1016,IT,NULL,51036.28,45.128596,9.995033,10.025,45.125, , , ,efas,calibrated
410,Pioppa,Po,Secchia,1016,IT,NULL,1437.66,44.856755,10.964897,11.025,44.875, ,flow ok, ,NRT,calibrated
428,San Secondo,Po,Taro,1016,IT,NULL,1521.97,44.916891,10.254303,10.275,44.925, , , ,NRT,calibrated
454,Parma Ponte Verdi,Po,Parma,1016,IT,NULL,750.08,44.805476,10.324681,10.325,44.825, , , ,NRT,calibrated
457,Ampermoching,Danube,Amper,1025,DE,2188.55,2346.33,48.297,11.4916,11.475,48.275, , , ,NRT,calibrated
458,Augsburg Oberhausen,Danube,Wertach,1025,DE,1256.9,1288.64,48.378353,10.881891,10.875,48.325, , , ,efas,calibrated
460,Beilngries oberh. der Sulz,Danube,Altmuhl,1025,DE,2251.2,2214.5,49.0285,11.4783,11.425,48.975, , ,outlier? close to 465 /close to 465,NRT,calibrated
461,Burghausen,Danube,Salzach,1025,DE,6649,6639.29,48.1585,12.8341,12.825,48.175, , , ,HIST,calibrated
462,Chamerau,Danube,Regen,1025,DE,1356.53,1401.98,49.181157,12.746633,12.775,49.175, , , ,NRT,calibrated
463,Dillingen,Danube,Danube,1025,DE,11349.87,11584.54,48.5684,10.5005,10.475,48.575, , ,-/flows impacted by river barrages along the Donau complex retention effects in high flow conditions,NRT,calibrated
465,Eichstätt,Danube,Altmuhl,1025,DE,1396.81,1401.24,48.883072,11.200333,11.175,48.875, , , ,NRT,calibrated
467,Harburg,Danube,Wornitz,1025,DE,1568.62,1566.46,48.783017,10.692216,10.625,48.825, , , ,NRT,calibrated
468,Hüttendorf,Rhine,Regnitz,1025,DE,3864.37,3875.08,49.5461,10.9736,10.975,49.525, ,flow ok, ,NRT,calibrated
469,Ingolstadt Luitpoldstraße,Danube,Danube,1025,DE,20001,20296.79,48.7574,11.426,11.375,48.725, , ,-/keeping it for routing,NRT,calibrated
471,Kelheim,Danube,Danube,1025,DE,23019.24,22819.1,48.9166,11.8643,11.825,48.875, , , ,NRT,calibrated
472,Kemmern,Rhine,Main,1025,DE,4223.84,4211.09,49.951,10.8741,10.875,49.975, ,flow ok, ,NRT,calibrated
474,Landau,Danube,Isar,1025,DE,8391.54,8796.99,48.675294,12.692566,12.675,48.675, , ,close to 483/close to 483,NRT,calibrated
476,Mainleus,Rhine,Main,1025,DE,1165.55,1175.45,50.099504,11.373051,11.375,50.075, ,flow ok,Close to 486/close to 486,HIST,calibrated
477,Münchshofen,Danube,Naab,1025,DE,4007.77,4018.93,49.234,12.084,12.075,49.275, , , ,NRT,calibrated
480,Nürnberg,Rhine,Pegnitz,1025,DE,1197.58,1267.3,49.45582,11.052531,11.075,49.475, ,flow ok, ,NRT,calibrated
486,Schwürbitz,Rhine,Main,1025,DE,2418.68,2444.03,50.165,11.1512,11.175,50.175, ,flow ok, ,NRT,calibrated
487,Seebruck,Danube,Alz,1025,DE,1399.32,1462.73,47.934545,12.480662,12.475,47.925, , ,lake moved station downstream/keep it because downstream of lake,HIST,calibrated
488,Unterköblitz,Danube,Naab,1025,DE,2010.38,2023.65,49.5356,12.154,12.125,49.525, , , ,NRT,calibrated
489,Wasserburg,Danube,Inn,1025,DE,11980.37,11894.53,48.0593,12.2343,12.225,48.075, , , ,NRT,calibrated
490,Wolfsmünster,Rhine,Franconian Saale,1025,DE,2120.89,2140.06,50.0877,9.7356,9.725,50.125, ,flow ok, ,NRT,calibrated
491,Tokarnia,Vistula,Czarna Nida,1024,PL,NULL,1234.79,50.7742,20.4531,20.475,50.775, ,flow ok, ,efas,calibrated
492,ŻABNO,Vistula,Dunajec,1024,PL,6740.66,6627.72,50.131944,20.863611,20.875,50.125, , , , ,calibrated
493,Pinczow,Vistula,Nida,1024,PL,NULL,3337.9,50.5139,20.5208,20.525,50.525, ,flow ok, ,efas,calibrated
494,Stary Sacz,Vistula,Poprad,1024,PL,NULL,2003.48,49.5686,20.66,20.675,49.575, ,flow ok, ,efas,calibrated
495,Proszowki,Vistula,Rába,1024,PL,1470,1522.16,49.9961,20.4336,20.425,49.975, ,flow ok, ,efas,calibrated
496,JAROSŁAW,Vistula,San,1024,PL,7028.16,6950.38,50.021111,22.702778,22.675,50.075, , , , ,calibrated
497,NISKO,Vistula,San,1024,PL,15578.39,15517.76,50.52,22.192778,22.175,50.525, , , , ,calibrated
498,Zator,Vistula,Skawa,1024,PL,NULL,1222.38,49.9992,19.4456,19.425,49.975, ,flow ok, ,efas,calibrated
500,SMOLICE,Vistula,Vistula,1024,PL,6796.18,6782.19,50.031111,19.460278,19.425,50.025, ,flow ok, ,efas,calibrated
502,SZCZUCIN,Vistula,Vistula,1024,PL,23876.38,24329.13,50.326944,21.077222,21.075,50.325, , , , ,calibrated
503,SANDOMIERZ,Vistula,Vistula,1024,PL,31809.9,31844.14,50.6725,21.746111,21.725,50.675, , , , ,calibrated
504,ZAWICHOST,Vistula,Vistula,1024,PL,50654.57,50496.44,50.805833,21.862778,21.825,50.825, , , , ,calibrated
505,Rzeszow,Vistula,Wislok,1024,PL,NULL,2123.55,50.0397,22.0156,22.025,50.025, ,flow ok, ,efas,calibrated
506,MIELEC 2,Vistula,WISLOKA,1024,PL,3891.69,4043.35,50.278889,21.430556,21.425,50.275, ,14  looks OK!, , ,calibrated
507,Kunow,Vistula,Kamienna,1024,PL,NULL,1229.55,50.9619,21.2789,21.275,50.975, ,flow ok, ,efas,calibrated
508,Lochow,Vistula,Liwiec,1024,PL,2462,2546.27,52.51,21.6783,21.725,52.475, ,flow ok, ,efas,calibrated
509,SULEJÓW (KOPALNIA),Vistula,Pilica,1024,PL,3927.69,3892.1,51.34361,19.88611,19.875,51.325, , , , ,calibrated
510,KOŚMIN,Vistula,Wieprz,1024,PL,10292.67,10160.79,51.573056,22.001389,21.975,51.575, , , , ,calibrated
511,BORKOWO,Vistula,Wkra,1024,PL,5133.19,5127.47,52.561667,20.665556,20.675,52.575, , , , ,calibrated
512,BURZYN,Vistula,Biebrza,1024,PL,6928.92,7015.65,53.273889,22.459444,22.475,53.275, , , , ,calibrated
513,Prosna,Pregolya,Guber,1024,PL,NULL,1001.98,54.2336,21.086667,21.125,54.225, ,flow ok, ,efas,calibrated
514,Sepopol,Pregolya,Lyna,1024,PL,NULL,3675.34,54.2664,21.005278,20.975,54.275, ,flow ok, ,efas,calibrated
516,PIĄTNICA-ŁOMŻA,Vistula,Narew,1024,PL,15347.46,15378.1,53.193333,22.093333,22.075,53.175, , , , ,calibrated
517,ZAMBSKI KOŚCIELNE,Vistula,Narew,1024,PL,27807.5,28425.93,52.756111,21.206111,21.225,52.775, , , , ,calibrated
518,Bialobrzeg Blizszy,Vistula,Omulew,1024,PL,NULL,1904.7,53.1083,21.478889,21.475,53.125, ,flow ok, ,efas,calibrated
519,Makow Mazowiecki,Vistula,Orzyc,1024,PL,NULL,1973.54,52.8592,21.106944,21.125,52.825, ,flow ok, ,efas,calibrated
520,DOBRYLAS,Vistula,Pisa,1024,PL,4082.38,4568.54,53.284722,21.866944,21.775,53.375, , , , ,calibrated
521,Fasty,Vistula,Suprasl,1024,PL,NULL,1858.63,53.1786,23.025833,23.025,53.175, ,flow ok, ,efas,calibrated
522,Mieduniszki,Pregolya,Angrapa,1024,PL,NULL,961,54.3264,21.980278,21.975,54.375, ,flow ok,-/Moved downstream,efas,calibrated
524,Piatnica,Oder,Kaczawa,1024,PL,NULL,1829.13,51.227778,16.198611,16.175,51.225, ,flow ok, ,efas,calibrated
526,Olawa,Oder,Osława,1024,PL,NULL,805.23,50.947778,17.292778,17.275,50.975, ,flow ok, ,efas,calibrated
